,news_url,image_url,title,text,source_name,date,sentiment,type,new_col,date,price,labels
0,https://www.zacks.com/stock/news/1244747/ebay-ebay-dips-more-than-broader-markets-what-you-should-know,https://cdn.snapi.dev/images/v1/y/f/specialty13.jpg,EBay (EBAY) Dips More Than Broader Markets: What You Should Know,"In the latest trading session, eBay (EBAY) closed at $53.93, marking a -1.01% move from the previous day.",Zacks Investment Research,2021-01-11 18:48:13,Negative,Article,2021-01-11,2021-01-11,53.93,0.0
1,https://www.forbes.com/sites/greatspeculations/2021/01/11/does-ebays-stock-have-more-than-20-upside/,https://cdn.snapi.dev/images/v1/y/6/does-ebays-stock-have-more-than-20-upside.jpg,Does eBay's Stock Have More Than 20% Upside?,"Having gained more than 43% in 2020, eBay's stock still has further growth potential of about 20% in the near term. EBAY's stock has rallied from $36 to $52 in 2020 compared to the S&P 500 which moved 14% in the same period.",Forbes,2021-01-11 09:00:00,Positive,Article,2021-01-11,2021-01-11,53.93,0.0
2,https://www.zacks.com/stock/news/1243654/can-ebay-ebay-keep-the-earnings-surprise-streak-alive,https://cdn.snapi.dev/images/v1/q/r/specialty4.jpg,Can eBay (EBAY) Keep the Earnings Surprise Streak Alive?,eBay (EBAY) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,Zacks Investment Research,2021-01-08 12:47:10,Positive,Article,2021-01-08,2021-01-08,54.48,0.0
3,https://investorplace.com/2021/01/4-adaptable-online-retail-stocks-to-buy-bby-ebay-ostk-tgt/,https://cdn.snapi.dev/images/v1/s/u/susj22.,4 Adaptable Online Retail Stocks to Buy as E-Commerce Marches On,"But, as the new year unfolds, that could change. With more reasonable valuations, and e-commerce tailwinds backing them up, take a look at these four online retail stocks to buy.",InvestorPlace,2021-01-07 11:48:34,Positive,Article,2021-01-07,2021-01-07,53.06,0.0
4,https://www.fool.com/investing/2021/01/07/2-value-stocks-to-buy-with-your-600-stimulus-check/,https://cdn.snapi.dev/images/v1/d/d/dd23-6---9lzs5r0ykp.jpg,2 Value Stocks to Buy With Your $600 Stimulus Check That Can Make You Rich,They're not only cheap but they also pay dividends!,The Motley Fool,2021-01-07 08:00:00,Positive,Article,2021-01-07,2021-01-07,53.06,0.0
5,https://www.zacks.com/stock/news/1241545/ebay-ebay-outpaces-stock-market-gains-what-you-should-know,https://cdn.snapi.dev/images/v1/t/4/specialty1.jpg,EBay (EBAY) Outpaces Stock Market Gains: What You Should Know,"In the latest trading session, eBay (EBAY) closed at $52.03, marking a +1.03% move from the previous day.",Zacks Investment Research,2021-01-05 18:48:11,Positive,Article,2021-01-05,2021-01-05,52.03,0.0
6,https://www.youtube.com/watch?v=hSgPm5o2Flk,https://cdn.snapi.dev/images/v1/u/i/ebay-ceo-discusses-authenticating-merchandise-and-tech-led-reimagination.jpg,eBay CEO discusses authenticating merchandise and tech-led reimagination,"#eBay #eBayCEO #YahooFinance Yahoo Finance's Julia LaRoche spoke to eBay CEO Jamie Iannone earlier this year about new strategies for the company. For 2020 election results please visit: Election results: https://www.yahoo.com/elections Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb About Yahoo Finance: At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, international market data, social interaction and mortgage rates that help you manage your financial life.",Yahoo Finance,2021-01-01 16:31:54,Neutral,Video,2021-01-01,2021-01-01,50.5625,0.0
7,https://www.fool.com/investing/2020/12/30/what-happened-to-ebay-stock-in-2020/,https://cdn.snapi.dev/images/v1/f/f/ffp03333.,What Happened to eBay Stock in 2020?,Shareholders trounced the market during this volatile selling year.,The Motley Fool,2020-12-30 08:23:48,Positive,Article,2020-12-30,2020-12-30,50.55,0.0
8,https://www.zacks.com/stock/news/1232109/ebay-ebay-gains-as-market-dips-what-you-should-know,https://cdn.snapi.dev/images/v1/1/o/specialty19.jpg,EBay (EBAY) Gains As Market Dips: What You Should Know,"EBay (EBAY) closed the most recent trading day at $50.86, moving +1.23% from the previous trading session.",Zacks Investment Research,2020-12-29 18:48:15,Positive,Article,2020-12-29,2020-12-29,50.86,0.0
9,https://invezz.com/news/2020/12/25/ebay-shares-are-up-38-ytd-heres-the-next-target-for-buyers/,https://cdn.snapi.dev/images/v1/5/e/56848333-m-740x416.jpg,eBay shares are up 38% YTD. Here's the next target for buyers,"eBay (NASDAQ: EBAY) shares have advanced from $28 above $61 since the beginning of April, and the current price stands around $50. The company raised its FY 2020 outlook, and Credit Suisse raised its price target on eBay to $70.",Invezz,2020-12-25 06:32:13,Positive,Article,2020-12-25,2020-12-25,50.15,0.0
10,https://seekingalpha.com/article/4395825-ebay-is-deep-value-buy,https://cdn.snapi.dev/images/v1/f/m/specialty18.jpg,eBay Is A Deep Value Buy,"eBay is priced as if it struggles to survive in the online marketplace where it is indeed a top tier player. I break it down by its marketplace business, managed payment business, and strong balance sheet to show its true value.",Seeking Alpha,2020-12-22 12:55:08,Positive,Article,2020-12-22,2020-12-22,51.62,0.0
